Protein name,UniProt ID,Protein abbreviation,Super pathway,Sub pathway,Metabolite,HMDB,KEGG,Beta m1,SE m1,Nominal p-value m1,Beta m2,SE m2,Nominal p-value m2
Syndecan-4,P31431,SDC4,Energy,TCA Cycle,citrate,HMDB0000094,C00158,0.1512,0.0447,0.000725611101853207,0.1519,0.0448,0.000695091864210573
Syndecan-4,P31431,SDC4,Energy,TCA Cycle,fumarate,HMDB0000134,C00122,0.1782,0.0443,5.68474797497665e-05,0.1796,0.0444,5.12380954482694e-05
Syndecan-4,P31431,SDC4,Energy,TCA Cycle,malate,"HMDB0031518,HMDB0000156,HMDB0000744","C00149,C00711,C00497",0.1671,0.0444,0.000166580754534795,0.1675,0.0444,0.000163025451517251
Syndecan-4,P31431,SDC4,Energy,TCA Cycle,succinate,HMDB0000254,C00042,0.1964,0.044,7.88216623814897e-06,0.1971,0.044,7.48930801797165e-06
Syndecan-4,P31431,SDC4,Energy,TCA Cycle,succinylcarnitine (C4-DC),HMDB0061717,Not available,0.0464,0.0478,0.331892402842028,0.0517,0.0486,0.287449147694221
Syndecan-4,P31431,SDC4,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",allantoin,HMDB0000462,"C02348,C01551,C02350",0.0377,0.0452,0.403867556663137,0.0384,0.0453,0.395829633979202
Syndecan-4,P31431,SDC4,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",hypoxanthine,HMDB0000157,C00262,0.2757,0.0438,3.0891889046814e-10,0.2754,0.0439,3.3976799151958e-10
Syndecan-4,P31431,SDC4,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",inosine,HMDB0000195,C00294,0.264,0.0445,2.88254753399997e-09,0.2638,0.0446,3.30367644352236e-09
Syndecan-4,P31431,SDC4,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",N1-methylinosine,HMDB0002721,Not available,0.0649,0.0454,0.153120517808355,0.0741,0.0469,0.113632949882431
Syndecan-4,P31431,SDC4,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",urate,HMDB0000289,C00366,-0.0162,0.0552,0.769521618622082,-0.0097,0.0582,0.867529325411952
Syndecan-4,P31431,SDC4,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",xanthine,HMDB0000292,C00385,0.178,0.0452,8.06393136518757e-05,0.1948,0.0465,2.85170414022762e-05
Syndecan-4,P31431,SDC4,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",xanthosine,HMDB0000299,C01762,0.0248,0.0487,0.610027126550273,0.0264,0.0488,0.589238063854527
Syndecan-4,P31431,SDC4,Nucleotide,"Purine Metabolism, Adenine containing",adenine,HMDB0000034,C00147,-0.0707,0.0507,0.163613967029108,-0.0697,0.0509,0.170284549696477
Syndecan-4,P31431,SDC4,Nucleotide,"Purine Metabolism, Adenine containing","adenosine 3',5'-cyclic monophosphate (cAMP)",HMDB0000058,C00575,0.1212,0.0473,0.0103406732583076,0.1205,0.0474,0.0109626469282249
Syndecan-4,P31431,SDC4,Nucleotide,"Purine Metabolism, Adenine containing",adenosine 5'-monophosphate (AMP),HMDB0000045,C00020,0.6751,0.0344,0,0.6761,0.0345,0
Syndecan-4,P31431,SDC4,Nucleotide,"Purine Metabolism, Adenine containing",N1-methyladenosine,HMDB0003331,C02494,0.0608,0.0451,0.177731233034983,0.0666,0.0459,0.146879132896269
Syndecan-4,P31431,SDC4,Nucleotide,"Purine Metabolism, Adenine containing",N6-carbamoylthreonyladenosine,HMDB0041623,Not available,0.0356,0.0455,0.433678694383333,0.0397,0.0461,0.389678913065635
Syndecan-4,P31431,SDC4,Nucleotide,"Purine Metabolism, Adenine containing",N6-methyladenosine,HMDB0004044,Not available,-0.001,0.0459,0.982551580216592,2e-04,0.0461,0.996311347979695
Syndecan-4,P31431,SDC4,Nucleotide,"Purine Metabolism, Adenine containing",N6-succinyladenosine,HMDB0000912,Not available,-0.0048,0.0488,0.921744407265886,-0.006,0.049,0.902025920105442
Syndecan-4,P31431,SDC4,Nucleotide,"Purine Metabolism, Guanine containing",7-methylguanine,HMDB0000897,C02242,0.0793,0.0453,0.0803565199530913,0.085,0.046,0.0646990120815221
Syndecan-4,P31431,SDC4,Nucleotide,"Purine Metabolism, Guanine containing","N2,N2-dimethylguanosine",HMDB0004824,Not available,0.0779,0.0448,0.081694287852909,0.0873,0.0461,0.058075331023137
Syndecan-4,P31431,SDC4,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",2'-O-methylcytidine,Not available,Not available,0.064,0.0448,0.153524518130264,0.0628,0.0451,0.163777594364897
Syndecan-4,P31431,SDC4,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",3-methylcytidine,HMDB0240577,Not available,0.0529,0.0477,0.267495523090747,0.0529,0.0477,0.267119857151689
Syndecan-4,P31431,SDC4,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",cytidine,HMDB0000089,C00475,-0.0913,0.0476,0.0548815701855305,-0.0936,0.0478,0.0499921444213749
Syndecan-4,P31431,SDC4,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",cytosine,HMDB0000630,C00380,-0.0176,0.0461,0.702071458679738,-0.0193,0.0463,0.676564525406274
Syndecan-4,P31431,SDC4,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",N4-acetylcytidine,HMDB0005923,Not available,0.0257,0.0453,0.57099021388175,0.0273,0.0455,0.548044762080448
Syndecan-4,P31431,SDC4,Nucleotide,"Pyrimidine Metabolism, Orotate containing",dihydroorotate,HMDB03349,C00337,-0.0663,0.0471,0.158837585185585,-0.0648,0.0479,0.176450326320304
Syndecan-4,P31431,SDC4,Nucleotide,"Pyrimidine Metabolism, Orotate containing",orotate,HMDB0000226,C00295,0.0505,0.0449,0.260021288828227,0.052,0.045,0.247886053974832
Syndecan-4,P31431,SDC4,Nucleotide,"Pyrimidine Metabolism, Orotate containing",orotidine,HMDB0000788,Not available,0.0519,0.0481,0.280024768925918,0.0572,0.0488,0.241401937744512
Syndecan-4,P31431,SDC4,Nucleotide,"Pyrimidine Metabolism, Thymine containing",3-aminoisobutyrate,HMDB0002166,C05145,0.0282,0.0451,0.531905714538994,0.0282,0.0451,0.532756910854094
Syndecan-4,P31431,SDC4,Nucleotide,"Pyrimidine Metabolism, Thymine containing","5,6-dihydrothymine",HMDB0000079,C00906,0.0704,0.0452,0.119125117764873,0.0787,0.0463,0.0896654761891567
Syndecan-4,P31431,SDC4,Nucleotide,"Pyrimidine Metabolism, Uracil containing",2'-deoxyuridine,HMDB0000012,C00526,-0.1085,0.0456,0.0172751776652123,-0.1085,0.0456,0.0173312722049757
Syndecan-4,P31431,SDC4,Nucleotide,"Pyrimidine Metabolism, Uracil containing",2'-O-methyluridine,Not available,Not available,-0.0338,0.0453,0.455491071177229,-0.0344,0.0454,0.448635193576636
Syndecan-4,P31431,SDC4,Nucleotide,"Pyrimidine Metabolism, Uracil containing",3-(3-amino-3-carboxypropyl)uridine*,Not available,Not available,-0.0395,0.0462,0.392310503736604,-0.0375,0.0467,0.422736089852144
Syndecan-4,P31431,SDC4,Nucleotide,"Pyrimidine Metabolism, Uracil containing",3-ureidopropionate,HMDB0000026,C02642,0.0143,0.0461,0.756456661115039,0.0128,0.0463,0.781601268719159
Syndecan-4,P31431,SDC4,Nucleotide,"Pyrimidine Metabolism, Uracil containing",5-methyluridine (ribothymidine),HMDB0000884,Not available,0.0778,0.0459,0.0901073042253362,0.0765,0.0464,0.0987704782898504
Syndecan-4,P31431,SDC4,Nucleotide,"Pyrimidine Metabolism, Uracil containing","5,6-dihydrouracil",HMDB0000076,C00429,0.1991,0.0441,6.37581706386392e-06,0.2098,0.0448,2.89451556811926e-06
Syndecan-4,P31431,SDC4,Nucleotide,"Pyrimidine Metabolism, Uracil containing","5,6-dihydrouridine",HMDB0000497,Not available,0.0433,0.0449,0.334740086115417,0.0447,0.045,0.321404244988455
Syndecan-4,P31431,SDC4,Nucleotide,"Pyrimidine Metabolism, Uracil containing",beta-alanine,HMDB0000056,C00099,0.1802,0.0454,7.28089999766368e-05,0.2038,0.0475,1.75185629915919e-05
Syndecan-4,P31431,SDC4,Nucleotide,"Pyrimidine Metabolism, Uracil containing",N-acetyl-beta-alanine,HMDB0061880,C01073,-0.0216,0.0456,0.636181249248276,-0.021,0.0457,0.64572560506064
Syndecan-4,P31431,SDC4,Nucleotide,"Pyrimidine Metabolism, Uracil containing",pseudouridine,HMDB0000767,C02067,0.0282,0.0452,0.533054211393096,0.0277,0.0452,0.540897021003224
Syndecan-4,P31431,SDC4,Nucleotide,"Pyrimidine Metabolism, Uracil containing",uracil,HMDB0000300,C00106,0.0029,0.0472,0.951779772901005,3e-04,0.0476,0.994238694063588
Syndecan-4,P31431,SDC4,Nucleotide,"Pyrimidine Metabolism, Uracil containing",uridine,HMDB0000296,C00299,0.0244,0.0462,0.596998500211922,0.0253,0.0463,0.583759517345134
T-cell surface glycoprotein CD1c,P29017,CD1C,Energy,Oxidative Phosphorylation,phosphate,HMDB0001429,C00009,0.0601,0.047,0.200963428633161,0.0443,0.0474,0.350370088980037
T-cell surface glycoprotein CD1c,P29017,CD1C,Energy,TCA Cycle,aconitate [cis or trans],"HMDB0000958,HMDB000072","C004174,C02341",-0.0846,0.0448,0.0587409344902095,-0.0629,0.0461,0.172336422179378
T-cell surface glycoprotein CD1c,P29017,CD1C,Energy,TCA Cycle,alpha-ketoglutarate,HMDB0000208,C00026,-0.0345,0.0452,0.445398507599827,-0.0127,0.0462,0.783390904749455
T-cell surface glycoprotein CD1c,P29017,CD1C,Energy,TCA Cycle,citraconate/glutaconate,"HMDB0000634,HMDB0000620","C02226,C02214",0.0815,0.0447,0.0680606040225085,0.0732,0.0447,0.101505685467581
T-cell surface glycoprotein CD1c,P29017,CD1C,Energy,TCA Cycle,citrate,HMDB0000094,C00158,0.0226,0.0452,0.6173475471018,0.0256,0.045,0.569363218719333
T-cell surface glycoprotein CD1c,P29017,CD1C,Energy,TCA Cycle,fumarate,HMDB0000134,C00122,0.0292,0.0449,0.515723550240335,0.0344,0.0448,0.442809299338997
T-cell surface glycoprotein CD1c,P29017,CD1C,Energy,TCA Cycle,malate,"HMDB0031518,HMDB0000156,HMDB0000744","C00149,C00711,C00497",0.0277,0.0449,0.537140034651529,0.0295,0.0448,0.509304027772049
T-cell surface glycoprotein CD1c,P29017,CD1C,Energy,TCA Cycle,succinate,HMDB0000254,C00042,0.0786,0.0446,0.0781309841981717,0.0815,0.0445,0.0666092835802721
T-cell surface glycoprotein CD1c,P29017,CD1C,Energy,TCA Cycle,succinylcarnitine (C4-DC),HMDB0061717,Not available,0.0746,0.0477,0.117422404743719,0.0971,0.0482,0.0437478151109489
T-cell surface glycoprotein CD1c,P29017,CD1C,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",allantoin,HMDB0000462,"C02348,C01551,C02350",0.021,0.0452,0.641671408685362,0.0245,0.045,0.585948718140467
T-cell surface glycoprotein CD1c,P29017,CD1C,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",hypoxanthine,HMDB0000157,C00262,0.0241,0.0455,0.595903641641658,0.0216,0.0453,0.632875953402023
T-cell surface glycoprotein CD1c,P29017,CD1C,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",inosine,HMDB0000195,C00294,0.0618,0.0459,0.178089976799519,0.0554,0.0458,0.226210537990009
T-cell surface glycoprotein CD1c,P29017,CD1C,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",N1-methylinosine,HMDB0002721,Not available,0.0109,0.0455,0.809639374296282,0.0386,0.0466,0.407977124830033
T-cell surface glycoprotein CD1c,P29017,CD1C,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",urate,HMDB0000289,C00366,-0.1787,0.0546,0.0010647081924704,-0.1545,0.0574,0.00708863283921812
T-cell surface glycoprotein CD1c,P29017,CD1C,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",xanthine,HMDB0000292,C00385,0.0019,0.0458,0.966698258957208,0.0295,0.0471,0.530889000995737
T-cell surface glycoprotein CD1c,P29017,CD1C,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",xanthosine,HMDB0000299,C01762,0.0325,0.0486,0.504453692114957,0.0401,0.0485,0.408503182564471
T-cell surface glycoprotein CD1c,P29017,CD1C,Nucleotide,"Purine Metabolism, Adenine containing",adenine,HMDB0000034,C00147,-0.0978,0.0506,0.0532630775303187,-0.0921,0.0505,0.0681118520606456
T-cell surface glycoprotein CD1c,P29017,CD1C,Nucleotide,"Purine Metabolism, Adenine containing","adenosine 3',5'-cyclic monophosphate (cAMP)",HMDB0000058,C00575,0.1178,0.0472,0.0126371941603141,0.1129,0.0471,0.0166082559474543
T-cell surface glycoprotein CD1c,P29017,CD1C,Nucleotide,"Purine Metabolism, Adenine containing",adenosine 5'-monophosphate (AMP),HMDB0000045,C00020,0.0985,0.0456,0.0309301853069157,0.0929,0.0455,0.041238979058587
T-cell surface glycoprotein CD1c,P29017,CD1C,Nucleotide,"Purine Metabolism, Adenine containing",N1-methyladenosine,HMDB0003331,C02494,0.0322,0.0451,0.475087074962288,0.0528,0.0457,0.247538237165824
T-cell surface glycoprotein CD1c,P29017,CD1C,Nucleotide,"Purine Metabolism, Adenine containing",N6-carbamoylthreonyladenosine,HMDB0041623,Not available,0.0642,0.0454,0.157150960511678,0.0824,0.0457,0.0715164560334483
T-cell surface glycoprotein CD1c,P29017,CD1C,Nucleotide,"Purine Metabolism, Adenine containing",N6-methyladenosine,HMDB0004044,Not available,-0.0153,0.0459,0.738862163652668,-0.0089,0.0458,0.845450901101848
T-cell surface glycoprotein CD1c,P29017,CD1C,Nucleotide,"Purine Metabolism, Adenine containing",N6-succinyladenosine,HMDB0000912,Not available,-0.0147,0.0488,0.762886322464733,-0.0212,0.0486,0.663686999566457
T-cell surface glycoprotein CD1c,P29017,CD1C,Nucleotide,"Purine Metabolism, Guanine containing",7-methylguanine,HMDB0000897,C02242,0.0349,0.0454,0.441901764367786,0.0539,0.0458,0.239541950050089
T-cell surface glycoprotein CD1c,P29017,CD1C,Nucleotide,"Purine Metabolism, Guanine containing","N2,N2-dimethylguanosine",HMDB0004824,Not available,-0.0036,0.0448,0.935608664691313,0.0215,0.0459,0.638966968863326
T-cell surface glycoprotein CD1c,P29017,CD1C,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",2'-O-methylcytidine,Not available,Not available,0.0555,0.0448,0.215418082477153,0.0467,0.0448,0.297907061122257
T-cell surface glycoprotein CD1c,P29017,CD1C,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",3-methylcytidine,HMDB0240577,Not available,-0.0352,0.0476,0.459463915807185,-0.0348,0.0474,0.46323438819957
T-cell surface glycoprotein CD1c,P29017,CD1C,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",cytidine,HMDB0000089,C00475,0.0074,0.0477,0.876167804255981,-0.0014,0.0476,0.977133139618787
T-cell surface glycoprotein CD1c,P29017,CD1C,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",cytosine,HMDB0000630,C00380,0.0441,0.046,0.337668289242894,0.0361,0.046,0.431536523512932
T-cell surface glycoprotein CD1c,P29017,CD1C,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",N4-acetylcytidine,HMDB0005923,Not available,0.0078,0.0453,0.862975355017522,0.0157,0.0452,0.727758151217564
T-cell surface glycoprotein CD1c,P29017,CD1C,Nucleotide,"Pyrimidine Metabolism, Orotate containing",dihydroorotate,HMDB03349,C00337,-0.0289,0.0471,0.539947855413327,-0.0099,0.0477,0.836155028092071
T-cell surface glycoprotein CD1c,P29017,CD1C,Nucleotide,"Pyrimidine Metabolism, Orotate containing",orotate,HMDB0000226,C00295,0.052,0.0448,0.245482500466463,0.0588,0.0447,0.188165414994105
T-cell surface glycoprotein CD1c,P29017,CD1C,Nucleotide,"Pyrimidine Metabolism, Orotate containing",orotidine,HMDB0000788,Not available,0.0987,0.0479,0.0392505387896807,0.1211,0.0483,0.0121319931605577
T-cell surface glycoprotein CD1c,P29017,CD1C,Nucleotide,"Pyrimidine Metabolism, Thymine containing",3-aminoisobutyrate,HMDB0002166,C05145,-0.0169,0.0451,0.707802780338337,-0.0171,0.0449,0.703529623612207
T-cell surface glycoprotein CD1c,P29017,CD1C,Nucleotide,"Pyrimidine Metabolism, Thymine containing","5,6-dihydrothymine",HMDB0000079,C00906,-0.0146,0.0452,0.746523842778618,0.0088,0.0462,0.848952080809915
T-cell surface glycoprotein CD1c,P29017,CD1C,Nucleotide,"Pyrimidine Metabolism, Uracil containing",2'-deoxyuridine,HMDB0000012,C00526,0.0551,0.0457,0.228247789105767,0.0549,0.0455,0.227775243452698
T-cell surface glycoprotein CD1c,P29017,CD1C,Nucleotide,"Pyrimidine Metabolism, Uracil containing",2'-O-methyluridine,Not available,Not available,-0.0137,0.0453,0.76309728476957,-0.0165,0.0451,0.71516756538504
T-cell surface glycoprotein CD1c,P29017,CD1C,Nucleotide,"Pyrimidine Metabolism, Uracil containing",3-(3-amino-3-carboxypropyl)uridine*,Not available,Not available,0.0298,0.0462,0.518465994518261,0.0456,0.0464,0.326218730152257
T-cell surface glycoprotein CD1c,P29017,CD1C,Nucleotide,"Pyrimidine Metabolism, Uracil containing",3-ureidopropionate,HMDB0000026,C02642,0.0114,0.046,0.80422945701359,0.0033,0.046,0.942739078114601
T-cell surface glycoprotein CD1c,P29017,CD1C,Nucleotide,"Pyrimidine Metabolism, Uracil containing",5-methyluridine (ribothymidine),HMDB0000884,Not available,0.0613,0.0459,0.182151705059401,0.0484,0.0461,0.293830732705494
T-cell surface glycoprotein CD1c,P29017,CD1C,Nucleotide,"Pyrimidine Metabolism, Uracil containing","5,6-dihydrouracil",HMDB0000076,C00429,0.0067,0.045,0.881538369127005,0.0265,0.0455,0.560709309503416
T-cell surface glycoprotein CD1c,P29017,CD1C,Nucleotide,"Pyrimidine Metabolism, Uracil containing","5,6-dihydrouridine",HMDB0000497,Not available,0.0743,0.0448,0.0973662574470848,0.0807,0.0447,0.0708194136554652
T-cell surface glycoprotein CD1c,P29017,CD1C,Nucleotide,"Pyrimidine Metabolism, Uracil containing",beta-alanine,HMDB0000056,C00099,-0.0911,0.0459,0.0471869523132995,-0.0659,0.0479,0.169324983290368
T-cell surface glycoprotein CD1c,P29017,CD1C,Nucleotide,"Pyrimidine Metabolism, Uracil containing",N-acetyl-beta-alanine,HMDB0061880,C01073,-0.0277,0.0456,0.542629948888329,-0.0246,0.0454,0.587840509617928
T-cell surface glycoprotein CD1c,P29017,CD1C,Nucleotide,"Pyrimidine Metabolism, Uracil containing",pseudouridine,HMDB0000767,C02067,0.0829,0.045,0.0655447209087567,0.0802,0.0448,0.0737543088514017
T-cell surface glycoprotein CD1c,P29017,CD1C,Nucleotide,"Pyrimidine Metabolism, Uracil containing",uracil,HMDB0000300,C00106,-0.0424,0.0471,0.368615183681193,-0.0565,0.0472,0.232042319093004
T-cell surface glycoprotein CD1c,P29017,CD1C,Nucleotide,"Pyrimidine Metabolism, Uracil containing",uridine,HMDB0000296,C00299,-0.0611,0.0461,0.184858689233517,-0.0565,0.0459,0.218189483089538
T-cell surface glycoprotein CD4,P01730,CD4,Energy,Oxidative Phosphorylation,phosphate,HMDB0001429,C00009,0.0135,0.0471,0.774812288246708,0.057,0.0459,0.213924383392365
T-cell surface glycoprotein CD4,P01730,CD4,Energy,TCA Cycle,aconitate [cis or trans],"HMDB0000958,HMDB000072","C004174,C02341",0.2646,0.0433,9.8670049908378e-10,0.1881,0.0449,2.85886088335907e-05
T-cell surface glycoprotein CD4,P01730,CD4,Energy,TCA Cycle,alpha-ketoglutarate,HMDB0000208,C00026,0.1425,0.0444,0.00133985909838485,0.0939,0.0443,0.0341877153429018
T-cell surface glycoprotein CD4,P01730,CD4,Energy,TCA Cycle,citraconate/glutaconate,"HMDB0000634,HMDB0000620","C02226,C02214",0.0654,0.0449,0.145142065020434,0.0538,0.0439,0.219781882932787
T-cell surface glycoprotein CD4,P01730,CD4,Energy,TCA Cycle,citrate,HMDB0000094,C00158,0.0487,0.0452,0.280590743773189,0.0201,0.0437,0.645530199270364
T-cell surface glycoprotein CD4,P01730,CD4,Energy,TCA Cycle,fumarate,HMDB0000134,C00122,0.0367,0.0449,0.413859460462955,-0.002,0.0438,0.962772502821492
T-cell surface glycoprotein CD4,P01730,CD4,Energy,TCA Cycle,malate,"HMDB0031518,HMDB0000156,HMDB0000744","C00149,C00711,C00497",0.0252,0.0449,0.575218328980128,-0.0074,0.0437,0.86525038424765
T-cell surface glycoprotein CD4,P01730,CD4,Energy,TCA Cycle,succinate,HMDB0000254,C00042,0.0175,0.0451,0.698493904535854,-0.0323,0.0442,0.464651607237056
T-cell surface glycoprotein CD4,P01730,CD4,Energy,TCA Cycle,succinylcarnitine (C4-DC),HMDB0061717,Not available,0.2302,0.0464,6.80134810693289e-07,0.146,0.0477,0.00221111932176954
T-cell surface glycoprotein CD4,P01730,CD4,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",allantoin,HMDB0000462,"C02348,C01551,C02350",0.0733,0.0454,0.106476113450407,0.0428,0.0439,0.329799509135335
T-cell surface glycoprotein CD4,P01730,CD4,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",hypoxanthine,HMDB0000157,C00262,0.0098,0.0455,0.828897418372847,0.0119,0.0436,0.78588788241561
T-cell surface glycoprotein CD4,P01730,CD4,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",inosine,HMDB0000195,C00294,0.0314,0.0461,0.496404444734036,0.0127,0.0447,0.776120677497394
T-cell surface glycoprotein CD4,P01730,CD4,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",N1-methylinosine,HMDB0002721,Not available,0.1995,0.0447,8.23099734947874e-06,0.0945,0.048,0.0488079964298036
T-cell surface glycoprotein CD4,P01730,CD4,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",urate,HMDB0000289,C00366,0.3067,0.0537,1.15011160595202e-08,0.1848,0.0586,0.00160737627104335
T-cell surface glycoprotein CD4,P01730,CD4,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",xanthine,HMDB0000292,C00385,0.1605,0.0447,0.00033039684538072,0.0851,0.0455,0.0614216692084213
T-cell surface glycoprotein CD4,P01730,CD4,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",xanthosine,HMDB0000299,C01762,0.12,0.0485,0.0133767514264693,0.0366,0.0495,0.459700835533648
T-cell surface glycoprotein CD4,P01730,CD4,Nucleotide,"Purine Metabolism, Adenine containing",adenine,HMDB0000034,C00147,0.1091,0.0507,0.0314092425960262,0.0578,0.0495,0.242617874332159
T-cell surface glycoprotein CD4,P01730,CD4,Nucleotide,"Purine Metabolism, Adenine containing","adenosine 3',5'-cyclic monophosphate (cAMP)",HMDB0000058,C00575,0.1835,0.0472,0.000100229747940217,0.1504,0.0471,0.00139633036851339
T-cell surface glycoprotein CD4,P01730,CD4,Nucleotide,"Purine Metabolism, Adenine containing",adenosine 5'-monophosphate (AMP),HMDB0000045,C00020,0.0463,0.0452,0.305918183106312,0.0528,0.0433,0.222613915245177
T-cell surface glycoprotein CD4,P01730,CD4,Nucleotide,"Purine Metabolism, Adenine containing",N1-methyladenosine,HMDB0003331,C02494,0.2088,0.0443,2.49270981012018e-06,0.1228,0.0462,0.00787071284713137
T-cell surface glycoprotein CD4,P01730,CD4,Nucleotide,"Purine Metabolism, Adenine containing",N6-carbamoylthreonyladenosine,HMDB0041623,Not available,0.2814,0.0437,1.2110445979374e-10,0.1991,0.0498,6.32339100248291e-05
T-cell surface glycoprotein CD4,P01730,CD4,Nucleotide,"Purine Metabolism, Adenine containing",N6-methyladenosine,HMDB0004044,Not available,0.1175,0.0459,0.0104800804594596,0.0657,0.0452,0.146319773543093
T-cell surface glycoprotein CD4,P01730,CD4,Nucleotide,"Purine Metabolism, Adenine containing",N6-succinyladenosine,HMDB0000912,Not available,0.1779,0.0484,0.000237143892490854,0.135,0.0494,0.00632671771858795
T-cell surface glycoprotein CD4,P01730,CD4,Nucleotide,"Purine Metabolism, Guanine containing",7-methylguanine,HMDB0000897,C02242,0.1939,0.0444,1.25823078960252e-05,0.1051,0.0463,0.0232846119047676
T-cell surface glycoprotein CD4,P01730,CD4,Nucleotide,"Purine Metabolism, Guanine containing","N2,N2-dimethylguanosine",HMDB0004824,Not available,0.2697,0.0434,4.9738035912128e-10,0.177,0.0484,0.000252657920247978
T-cell surface glycoprotein CD4,P01730,CD4,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",2'-O-methylcytidine,Not available,Not available,0.0473,0.0449,0.291949305990624,0.0499,0.0437,0.252961483825189
T-cell surface glycoprotein CD4,P01730,CD4,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",3-methylcytidine,HMDB0240577,Not available,0.0361,0.0476,0.448207617864262,0.037,0.0457,0.417846081199402
T-cell surface glycoprotein CD4,P01730,CD4,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",cytidine,HMDB0000089,C00475,0.0294,0.0476,0.536226638191399,0.0215,0.0462,0.641345808972465
T-cell surface glycoprotein CD4,P01730,CD4,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",cytosine,HMDB0000630,C00380,0.0508,0.0459,0.268184132681165,0.0721,0.0443,0.103241677360491
T-cell surface glycoprotein CD4,P01730,CD4,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",N4-acetylcytidine,HMDB0005923,Not available,0.2506,0.0438,1.08690836331249e-08,0.191,0.0443,1.63542898303781e-05
T-cell surface glycoprotein CD4,P01730,CD4,Nucleotide,"Pyrimidine Metabolism, Orotate containing",dihydroorotate,HMDB03349,C00337,0.1447,0.0466,0.00188293755074676,0.0915,0.0459,0.046265072576712
T-cell surface glycoprotein CD4,P01730,CD4,Nucleotide,"Pyrimidine Metabolism, Orotate containing",orotate,HMDB0000226,C00295,0.0939,0.0447,0.035655871569148,0.0612,0.0433,0.158231478067358
T-cell surface glycoprotein CD4,P01730,CD4,Nucleotide,"Pyrimidine Metabolism, Orotate containing",orotidine,HMDB0000788,Not available,0.3411,0.0455,6.705747069e-14,0.2678,0.0476,1.82283812488748e-08
T-cell surface glycoprotein CD4,P01730,CD4,Nucleotide,"Pyrimidine Metabolism, Thymine containing",3-aminoisobutyrate,HMDB0002166,C05145,0.0437,0.0449,0.330629226504743,0.0114,0.0441,0.795828785460247
T-cell surface glycoprotein CD4,P01730,CD4,Nucleotide,"Pyrimidine Metabolism, Thymine containing","5,6-dihydrothymine",HMDB0000079,C00906,0.1491,0.045,0.000926275992227943,0.0823,0.0449,0.0670119060552687
T-cell surface glycoprotein CD4,P01730,CD4,Nucleotide,"Pyrimidine Metabolism, Uracil containing",2'-deoxyuridine,HMDB0000012,C00526,-0.0391,0.046,0.394994281921366,-0.0372,0.0441,0.399412522155093
T-cell surface glycoprotein CD4,P01730,CD4,Nucleotide,"Pyrimidine Metabolism, Uracil containing",2'-O-methyluridine,Not available,Not available,-0.0208,0.0456,0.648073996120689,-0.0258,0.0438,0.556494479322883
T-cell surface glycoprotein CD4,P01730,CD4,Nucleotide,"Pyrimidine Metabolism, Uracil containing",3-(3-amino-3-carboxypropyl)uridine*,Not available,Not available,0.3843,0.0429,0,0.3335,0.0484,5.4145576911e-12
T-cell surface glycoprotein CD4,P01730,CD4,Nucleotide,"Pyrimidine Metabolism, Uracil containing",3-ureidopropionate,HMDB0000026,C02642,0.1523,0.0455,0.000820196946257346,0.1495,0.0444,0.000758452073426286
